customer_id,customer_name,customer_type,age,home_country,home_country_code,annual_income,account_open_date,pep_flag,kyc_status
C00271,Charlie Davies,Retail,67,Nigeria,NG,26387.61,2020-08-31,0,Verified
C00272,Isabella Taylor,Retail,49,South Africa,ZA,51742.2,2021-08-08,0,Verified
C00273,Leo Thompson,Retail,62,Spain,ES,39053.94,2022-09-22,0,Verified
C00274,Charlie Thomas,Business,29,Nigeria,NG,101421.68,2021-10-03,1,Verified
C00275,Amelia Green,Retail,22,Netherlands,NL,48267.39,2024-03-25,0,Verified
C00276,Harry Thomas,Retail,72,Türkiye,TR,49847.52,2019-08-14,0,Verified
C00277,Lily Wilson,Retail,29,Canada,CA,48809.84,2023-06-27,0,Verified
C00278,Sophia Hughes,Retail,35,Germany,DE,92614.61,2020-03-04,0,Verified
C00279,Leo Clarke,Retail,75,India,IN,22165.25,2024-12-30,0,Verified
C00280,George Edwards,Retail,69,United Arab Emirates,AE,42677.85,2023-10-27,0,Verified
C00281,Leo Jones,Premium,43,Australia,AU,81897.96,2022-05-25,0,Verified
C00282,Oscar Jones,Retail,50,Germany,DE,99132.83,2024-02-23,0,Verified
C00283,George Clarke,Retail,63,Australia,AU,27759.53,2024-12-09,0,Verified
C00284,Grace Jones,Retail,48,Nigeria,NG,92091.86,2019-08-28,0,Verified
C00285,Charlie Clarke,Premium,46,India,IN,119755.57,2019-02-25,0,Verified
C00286,Oscar Brown,Business,65,Italy,IT,85498.21,2023-09-23,0,Verified
C00287,George Green,Business,55,United Arab Emirates,AE,517070.48,2021-02-04,0,Verified
C00288,Oscar Hughes,Retail,42,France,FR,71565.88,2021-09-08,0,Verified
C00289,Isabella Johnson,Retail,48,South Africa,ZA,69227.65,2022-01-27,0,Verified
C00290,Olivia Walker,Premium,40,United Arab Emirates,AE,42324.3,2021-08-03,0,Verified
C00291,Thomas Johnson,Retail,37,Spain,ES,14473.77,2023-07-01,0,Verified
C00292,Charlie Taylor,Business,60,South Africa,ZA,40712.91,2020-08-07,0,Verified
C00293,Ava Thompson,Business,53,Italy,IT,61459.68,2024-10-15,0,Verified
C00294,Thomas Walker,Retail,74,Germany,DE,33577.31,2020-03-21,0,Verified
C00295,Mia Green,Retail,46,Switzerland,CH,48962.02,2020-09-14,0,Verified
C00296,Jack Walker,Retail,25,Türkiye,TR,43480.86,2025-04-21,0,Verified
C00297,Harry Wilson,Retail,69,Hong Kong,HK,41716.39,2019-09-23,0,Verified
C00298,Grace Green,Retail,38,Spain,ES,41358.55,2024-01-10,0,Verified
C00299,Lily Wilson,Business,26,United Arab Emirates,AE,48847.44,2025-06-20,0,Verified
C00300,Lily Davies,Retail,53,Italy,IT,49233.48,2019-06-22,0,Verified
